Wavelength (nm), Relative Intensity (%)
199.9979705810547,0.08525656520891459
200.16763305664062,0.08627245344093763
200.33726501464844,0.08876014227784992
200.50686645507812,0.08834337594075894
200.6764373779297,0.0896521496356921
200.84596252441406,0.10020576575248241
201.01547241210938,0.09874995992423755
201.1849365234375,0.10172125004550446
201.3543701171875,0.09106304932595616
201.52377319335938,0.09656547069129906
201.69314575195312,0.10477622346347587
201.86248779296875,0.10889420043244903
202.03179931640625,0.1069139955545707
202.20108032226562,0.10384306361282541
202.3703155517578,0.11353675046543302
202.53953552246094,0.11747106433427885
202.70870971679688,0.11660145707420153
202.87786865234375,0.12005550452338966
203.04698181152344,0.11684245540336848
203.216064453125,0.12106866030518247
203.38511657714844,0.12507923186248612
203.55413818359375,0.13026835274279086
203.72311401367188,0.13056078361273643
203.89207458496094,0.1342926678111324
204.06100463867188,0.13956565665339646
204.22988891601562,0.1437708331233104
204.39874267578125,0.1465873244701865
204.5675811767578,0.14795272352271283
204.7363739013672,0.15542334079375497
204.90513610839844,0.15644952092758374
205.0738525390625,0.1610508142512287
205.2425537109375,0.17117886825743417
205.41122436523438,0.1811159109075631
205.57984924316406,0.18472136632808517
205.7484588623047,0.18708459533731
205.91702270507812,0.19099357753562782
206.08555603027344,0.2019046917519344
206.25405883789062,0.21051658088678732
206.4225311279297,0.2148897471895312
206.59097290039062,0.21861461403692647
206.75938415527344,0.23162257677376447
206.92774963378906,0.2417248258803905
207.09609985351562,0.24224165615240376
207.264404296875,0.2518315443855504
207.43267822265625,0.2644334808473494
207.60092163085938,0.2771435211119502
207.76913452148438,0.284293778275869
207.93731689453125,0.29931278897362595
208.10546875,0.3088535725204225
208.27357482910156,0.3189897397906053
208.44166564941406,0.33425125563253794
208.60971069335938,0.345307515075862
208.77774047851562,0.3583091684885827
208.9457244873047,0.37415371440015605
209.11367797851562,0.38568092038571156
209.28158569335938,0.40978482684488493
209.44947814941406,0.4294105620952519
209.61734008789062,0.44864073913491387
209.78515625,0.4678225215664744
209.95294189453125,0.49436131013655404
210.12071228027344,0.5190789028879097
210.28843688964844,0.5508052717884303
210.4561309814453,0.5824468278216908
210.623779296875,0.6096386268220064
210.79141235351562,0.6361768120486677
210.95901489257812,0.6595478069571751
211.12657165527344,0.6948870825399085
211.29409790039062,0.7410065931258956
211.4615936279297,0.7811185319701838
211.62905883789062,0.8161743299662714
211.79649353027344,0.8544232176817315
211.96389770507812,0.886498319236154
212.1312713623047,0.9290125334633723
212.29859924316406,0.9875705236654705
212.4658966064453,1.0590153020493511
212.63316345214844,1.12357552300486
212.80039978027344,1.1728653270240117
212.9676055908203,1.217966372813267
213.13478088378906,1.2840370401122514
213.3019256591797,1.3570941288046818
213.46902465820312,1.459511365622748
213.6361083984375,1.5654616003479578
213.8031463623047,1.6406667002060524
213.97015380859375,1.7083168730715557
214.1371307373047,1.7773213791905291
214.30406188964844,1.907434341103502
214.47097778320312,2.0795877970350958
214.63784790039062,2.2827494685586607
214.80470275878906,2.433553797302455
214.9715118408203,2.5469450216975718
215.13829040527344,2.6352092577717827
215.30503845214844,2.7593981457432717
215.4717559814453,2.987882271849614
215.638427734375,3.3230318224893702
215.80508422851562,3.664082676624927
215.97169494628906,3.930013458027764
216.13827514648438,4.077199414054298
216.30482482910156,4.169618887287577
216.47134399414062,4.3353888491278685
216.6378173828125,4.707385566841948
216.8042755126953,5.293411253156465
216.97068786621094,5.90633638662094
217.1370849609375,6.455296483079488
217.30343627929688,6.730677808462131
217.46975708007812,6.773297412436005
217.6360321044922,6.854849722976731
217.8022918701172,7.2255478091733885
217.96852111816406,8.052051611117205
218.13470458984375,9.28912590775174
218.3008575439453,10.563993184026552
218.46697998046875,11.584452742840348
218.63307189941406,12.055144394166016
218.7991180419922,12.098422631551689
218.96514892578125,12.087702227272178
219.13113403320312,12.504925807400516
219.29710388183594,13.90551322550414
219.46302795410156,16.357979873111468
219.62890625,19.373390520567504
219.79476928710938,22.389862056946114
219.96060180664062,24.8460256481992
220.1263885498047,26.390550693004684
220.29214477539062,27.259665872639648
220.45787048339844,28.136905727268513
220.62356567382812,29.903901965066343
220.7892303466797,33.74594986562706
220.95486450195312,40.537592501275974
221.12045288085938,50.120356643630814
221.2860107421875,61.76359685749966
221.4515380859375,74.264909069897
221.61703491210938,85.83982851079739
221.78250122070312,94.77823982967223
221.94793701171875,99.72836106447726
222.1133270263672,100.0
222.2786865234375,95.76942682980624
222.4440155029297,88.05854885706587
222.60931396484375,77.66860723523561
222.7745819091797,65.5653232525516
222.9398193359375,53.11643774202168
223.10501098632812,41.66065776042078
223.27017211914062,31.787736161011892
223.435302734375,23.749356693899077
223.60040283203125,17.504442066235022
223.76547241210938,12.872283903576204
223.9304962158203,9.717296134256175
224.0955047607422,7.641740084118817
224.26046752929688,6.290242351378309
224.42539978027344,5.402705264029843
224.59030151367188,4.814863668026579
224.75515747070312,4.378929502425146
224.9199981689453,3.9911541499060337
225.0847930908203,3.6205937077878025
225.2495574951172,3.288201549479497
225.41429138183594,2.9803323284859777
225.57899475097656,2.7124059386784314
225.74365234375,2.497039055255203
225.90829467773438,2.328729372560946
226.07289123535156,2.1975381678715724
226.23745727539062,2.098375566534182
226.40199279785156,2.022762312232781
226.56649780273438,1.9648629570693101
226.73095703125,1.9245407511757235
226.8953857421875,1.8935557705059967
227.05979919433594,1.866527282424301
227.22415161132812,1.8485338971810201
227.38848876953125,1.831120309531809
227.55279541015625,1.8187574525715542
227.71705627441406,1.8027969552815395
227.88128662109375,1.7803908077096986
