Wavelength (nm), Relative Intensity (%)
199.9979705810547,0.03234050840374359
200.16763305664062,0.04825839160288101
200.33726501464844,0.08162694355191864
200.50686645507812,0.0997609385495617
200.6764373779297,0.15437926543429997
200.84596252441406,0.17646431362142667
201.01547241210938,0.07948808573484073
201.1849365234375,0.10617900474186442
201.3543701171875,0.07659660989640649
201.52377319335938,0.12494938578727734
201.69314575195312,0.10963546765824464
201.86248779296875,0.129605271722341
202.03179931640625,0.1453378481242422
202.20108032226562,0.1860983799299155
202.3703155517578,0.16575852164455793
202.53953552246094,0.14796801785377872
202.70870971679688,0.12121544982688882
202.87786865234375,0.15552930597486198
203.04698181152344,0.146780964835595
203.216064453125,0.13104020186094648
203.38511657714844,0.14433811978749916
203.55413818359375,0.21431887528102514
203.72311401367188,0.1845879173595175
203.89207458496094,0.17417001005752825
204.06100463867188,0.16267841130102725
204.22988891601562,0.14640872346004585
204.39874267578125,0.1663284611011069
204.5675811767578,0.19967890499945715
204.7363739013672,0.19429961746238217
204.90513610839844,0.20934435099737134
205.0738525390625,0.20189239816110344
205.2425537109375,0.2016332565852601
205.41122436523438,0.24242272629137568
205.57984924316406,0.2504858532755607
205.7484588623047,0.28612651710178044
205.91702270507812,0.2763408476520087
206.08555603027344,0.30348929880436526
206.25405883789062,0.27784573507325394
206.4225311279297,0.257109378071953
206.59097290039062,0.3491926426165705
206.75938415527344,0.27607091873282336
206.92774963378906,0.3197766837702738
207.09609985351562,0.3544792154070233
207.264404296875,0.290137766989375
207.43267822265625,0.2963537767991685
207.60092163085938,0.32188357283377506
207.76913452148438,0.31489313409601605
207.93731689453125,0.3846688304793032
208.10546875,0.376264056449526
208.27357482910156,0.3882035746736722
208.44166564941406,0.3962298375038733
208.60971069335938,0.414225281504867
208.77774047851562,0.44246157908992706
208.9457244873047,0.45040678521593647
209.11367797851562,0.5094051464143025
209.28158569335938,0.4760011142315227
209.44947814941406,0.5072359082750745
209.61734008789062,0.538697717386859
209.78515625,0.5356283862204906
209.95294189453125,0.5512271816093751
210.12071228027344,0.6021973663552626
210.28843688964844,0.6162491061606156
210.4561309814453,0.660872756445909
210.623779296875,0.6522544525726207
210.79141235351562,0.6492448310409616
210.95901489257812,0.7101627556908355
211.12657165527344,0.7843261709515789
211.29409790039062,0.8063074530222352
211.4615936279297,0.8796069953368457
211.62905883789062,0.864860151886979
211.79649353027344,0.9187267788365103
211.96389770507812,0.9255924278221292
212.1312713623047,0.9374333600570766
212.29859924316406,1.0397270093299233
212.4658966064453,1.0833089184579288
212.63316345214844,1.1556308937801427
212.80039978027344,1.1706363178712913
212.9676055908203,1.2271729475251245
213.13478088378906,1.274413800814912
213.3019256591797,1.3654050522410872
213.46902465820312,1.4474221881699678
213.6361083984375,1.4985138039248365
213.8031463623047,1.5532725775186027
213.97015380859375,1.6217874050384748
214.1371307373047,1.704099288461355
214.30406188964844,1.8215248665917332
214.47097778320312,1.9759906787512282
214.63784790039062,2.1076073191900004
214.80470275878906,2.244694067420292
214.9715118408203,2.401155541240069
215.13829040527344,2.43864208316693
215.30503845214844,2.514283077589573
215.4717559814453,2.7195091630658936
215.638427734375,2.9977500552484218
215.80508422851562,3.2467836896445648
215.97169494628906,3.5178046259838744
216.13827514648438,3.6562914869213925
216.30482482910156,3.750846547514914
216.47134399414062,3.8950736652067572
216.6378173828125,4.242962825937871
216.8042755126953,4.755966372663873
216.97068786621094,5.321098129969995
217.1370849609375,5.822122900620914
217.30343627929688,6.075012980203893
217.46975708007812,6.1709814138779375
217.6360321044922,6.284612213960478
217.8022918701172,6.667095046276607
217.96852111816406,7.460402401070416
218.13470458984375,8.611187738598804
218.3008575439453,9.907126868032105
218.46697998046875,10.92351121908337
218.63307189941406,11.531263197190457
218.7991180419922,11.67024275178319
218.96514892578125,11.788417799698033
219.13113403320312,12.395726331003834
219.29710388183594,13.964897139230024
219.46302795410156,16.521519238485684
219.62890625,19.606296821855025
219.79476928710938,22.628955784650095
219.96060180664062,25.068300352828725
220.1263885498047,26.554473623443048
220.29214477539062,27.39990777490578
220.45787048339844,28.316775217147516
220.62356567382812,30.295168578477544
220.7892303466797,34.43248517370152
220.95486450195312,41.39027112880786
221.12045288085938,51.198452078843246
221.2860107421875,63.08078748817339
221.4515380859375,75.52400495315129
221.61703491210938,86.80694163617582
221.78250122070312,95.41899806448167
221.94793701171875,100.0
222.1133270263672,99.911247913394
222.2786865234375,95.3984831527876
222.4440155029297,87.4058264935082
222.60931396484375,76.7558082187316
222.7745819091797,64.52344331642782
222.9398193359375,52.054729043830314
223.10501098632812,40.598198510832376
223.27017211914062,30.75153533695411
223.435302734375,22.70779095467023
223.60040283203125,16.45504496057983
223.76547241210938,11.877838535069342
223.9304962158203,8.782978250535741
224.0955047607422,6.790032654721729
224.26046752929688,5.520628247539673
224.42539978027344,4.716318795918083
224.59030151367188,4.171470739771629
224.75515747070312,3.7457000560971334
224.9199981689453,3.388954417562818
225.0847930908203,3.061041705263557
225.2495574951172,2.755195976773485
225.41429138183594,2.47214507464581
225.57899475097656,2.2410823086752027
225.74365234375,2.0447279126987037
225.90829467773438,1.88546786115461
226.07289123535156,1.7543450883536185
226.23745727539062,1.651272504643247
226.40199279785156,1.5796674534894473
226.56649780273438,1.5471489148891682
226.73095703125,1.5437867354472254
226.8953857421875,1.5295515674473603
227.05979919433594,1.5095537103147332
227.22415161132812,1.5004305588474602
227.38848876953125,1.5177484513602282
227.55279541015625,1.5267890317965476
227.71705627441406,1.5240079365950963
227.88128662109375,1.5313892330025451
